book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,image_url,small_image_url
3224,2750180,2750180,2775877,36,,,ÃÂ¹ÃÂ§ÃÂ¦ÃÂ¶ ÃÂ§ÃÂÃÂÃÂ±ÃÂÃÂ,2003,ÃÂÃÂ§ ÃÂªÃÂ­ÃÂ²ÃÂ,ÃÂÃÂ§ ÃÂªÃÂ­ÃÂ²ÃÂ,ara,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3225,634583,634583,620871,21,8173711461,9.78817E+12,"A.P.J. Abdul Kalam, Arun Tiwari",1999,Wings of Fire: An Autobiography,Wings of Fire: An Autobiography,en-US,https://images.gr-assets.com/books/1295670969m/634583.jpg,https://images.gr-assets.com/books/1295670969s/634583.jpg
3227,13588394,13588394,19175796,33,159420411X,9.78159E+12,Nate Silver,2012,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,eng,https://images.gr-assets.com/books/1355058876m/13588394.jpg,https://images.gr-assets.com/books/1355058876s/13588394.jpg
3228,25614492,25614492,27126244,45,399160302,9.7804E+12,Ruta Sepetys,2016,Salt to the Sea,Salt to the Sea,eng,https://images.gr-assets.com/books/1437084512m/25614492.jpg,https://images.gr-assets.com/books/1437084512s/25614492.jpg
3229,16319,16319,3038784,211,157912626X,9.78158E+12,Agatha Christie,1942,The Body in the Library,"The Body in the Library (Miss Marple, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3231,8379374,8379374,13235522,24,1402244428,9.7814E+12,Olivia Cunning,2010,"Backstage Pass (Sinners on Tour, #1)","Backstage Pass (Sinners on Tour, #1)",eng,https://images.gr-assets.com/books/1348192403m/8379374.jpg,https://images.gr-assets.com/books/1348192403s/8379374.jpg
3232,189182,189182,802423,36,448421658,9.78045E+12,"Marjorie Flack, Kurt Wiese",1933,The Story About Ping,The Story About Ping,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3233,8274537,8274537,13122821,53,1416986561,9.78142E+12,Rachel RenÃÂ©e Russell,2010,Tales from a Not-So-Popular Party Girl,"Tales from a Not-So-Popular Party Girl (Dork Diaries, #2)",,https://images.gr-assets.com/books/1370064608m/8274537.jpg,https://images.gr-assets.com/books/1370064608s/8274537.jpg
3234,8252,8252,1366740,62,60885386,9.78006E+12,"Laura Ingalls Wilder, Garth Williams",1933,Farmer Boy,"Farmer Boy (Little House, #3)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3235,7108725,7108725,7367737,43,1591842808,9.78159E+12,Simon Sinek,2009,Start with Why: How Great Leaders Inspire Everyone to Take Action,Start with Why: How Great Leaders Inspire Everyone to Take Action,,https://images.gr-assets.com/books/1360936414m/7108725.jpg,https://images.gr-assets.com/books/1360936414s/7108725.jpg
3236,17345258,17345258,24084454,36,1400065941,9.7814E+12,Fannie Flagg,2013,The All-Girl Filling Station's Last Reunion,The All-Girl Filling Station's Last Reunion,eng,https://images.gr-assets.com/books/1373052495m/17345258.jpg,https://images.gr-assets.com/books/1373052495s/17345258.jpg
3237,25354,25354,51364,34,452287057,9.78045E+12,Dorothy Allison,1992,Bastard Out of Carolina,Bastard Out of Carolina,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3238,9464733,9464733,10808145,23,439895979,9.78044E+12,Libba Bray,2011,Beauty Queens,Beauty Queens,eng,https://images.gr-assets.com/books/1289410187m/9464733.jpg,https://images.gr-assets.com/books/1289410187s/9464733.jpg
3239,4699575,6665847,4763873,49,525951113,9.78053E+12,Daniel Suarez,2006, Daemon,"Daemon (Daemon, #1)",en-US,https://images.gr-assets.com/books/1432909825m/4699575.jpg,https://images.gr-assets.com/books/1432909825s/4699575.jpg
3240,4035,4035,1732833,57,446677124,9.78045E+12,Scott Turow,1990,The Burden of Proof,The Burden of Proof,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3241,22299763,22299763,42090179,29,,,Leigh Bardugo,2016,Crooked Kingdom,"Crooked Kingdom (Six of Crows, #2)",eng,https://images.gr-assets.com/books/1456172607m/22299763.jpg,https://images.gr-assets.com/books/1456172607s/22299763.jpg
3242,758153,758153,1492360,67,375714383,9.78038E+12,Joy Adamson,1960,Born Free: A Lioness of Two Worlds,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3243,333867,333867,1398442,84,679767800,9.78068E+12,"Alfred Bester, Neil Gaiman",1955,The Stars My Destination,The Stars My Destination,en-US,https://images.gr-assets.com/books/1433671750m/333867.jpg,https://images.gr-assets.com/books/1433671750s/333867.jpg
3244,24431,24431,952544,29,439968089,9.78044E+12,Tamora Pierce,2004,,"Trickster's Choice (Daughter of the Lioness, #1)",eng,https://images.gr-assets.com/books/1395898571m/24431.jpg,https://images.gr-assets.com/books/1395898571s/24431.jpg
3245,15839984,15839984,21580669,20,62224735,9.78006E+12,Rosamund Hodge,2014,Cruel Beauty,"Cruel Beauty (Cruel Beauty Universe, #1)",eng,https://images.gr-assets.com/books/1371652590m/15839984.jpg,https://images.gr-assets.com/books/1371652590s/15839984.jpg
3246,11289,11289,13799,54,553572989,9.78055E+12,Dan Simmons,1997,The Rise of Endymion,"The Rise of Endymion (Hyperion Cantos, #4)",eng,https://images.gr-assets.com/books/1329609799m/11289.jpg,https://images.gr-assets.com/books/1329609799s/11289.jpg
3247,3977,3977,1882574,58,553572946,9.78055E+12,Dan Simmons,1996,Endymion,"Endymion (Hyperion Cantos, #3)",eng,https://images.gr-assets.com/books/1329611385m/3977.jpg,https://images.gr-assets.com/books/1329611385s/3977.jpg
3248,920607,920607,905641,27,734406940,9.78073E+12,Shaun Tan,2006,The Arrival,The Arrival,eng,https://images.gr-assets.com/books/1312827620m/920607.jpg,https://images.gr-assets.com/books/1312827620s/920607.jpg
3249,15704486,15704486,21366542,35,385743602,9.78039E+12,Brandon Sanderson,2016,Calamity,"Calamity (The Reckoners, #3)",eng,https://images.gr-assets.com/books/1437098338m/15704486.jpg,https://images.gr-assets.com/books/1437098338s/15704486.jpg
3250,10873,10873,1028908,43,786891076,9.78079E+12,Steve Martin,2000,Shopgirl: A Novella,Shopgirl,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3252,24580,24580,41261371,202,451528646,9.78045E+12,Mark Twain,1876,Tom Sawyer & Huckleberry Finn,The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3253,15701217,15701217,18450578,31,307596907,9.78031E+12,Claire Messud,2013,The Woman Upstairs,The Woman Upstairs,eng,https://images.gr-assets.com/books/1345666863m/15701217.jpg,https://images.gr-assets.com/books/1345666863s/15701217.jpg
3254,74731,74731,4116777,54,60842350,9.78006E+12,Christopher Moore,2004,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",en-US,https://images.gr-assets.com/books/1331320721m/74731.jpg,https://images.gr-assets.com/books/1331320721s/74731.jpg
3255,4708,4708,2432116,522,743451503,9.78074E+12,F. Scott Fitzgerald,1922,The Beautiful and Damned,The Beautiful and Damned,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3256,27037,27037,1427207,843,192833723,9.78019E+12,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",397,Confessiones Sancti Patris nostri Augustini,Confessions,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3257,23602562,23602562,43166999,37,1101875895,9.7811E+12,Kent Haruf,2015,Our Souls at Night,Our Souls at Night,,https://images.gr-assets.com/books/1418766517m/23602562.jpg,https://images.gr-assets.com/books/1418766517s/23602562.jpg
3258,116012,116012,1461164,74,515130389,9.78052E+12,Nora Roberts,2000,Carolina Moon,Carolina Moon,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3259,16138688,16138688,18151238,26,1594486247,9.78159E+12,Cathy Marie Buchanan,2012,The Painted Girls,The Painted Girls,eng,https://images.gr-assets.com/books/1352484200m/16138688.jpg,https://images.gr-assets.com/books/1352484200s/16138688.jpg
3260,13402447,13402447,18634320,11,,,Chanda Hahn,2011,UnEnchanted,"UnEnchanted (An Unfortunate Fairy Tale, #1)",eng,https://images.gr-assets.com/books/1327819697m/13402447.jpg,https://images.gr-assets.com/books/1327819697s/13402447.jpg
3261,7897478,7897478,11141306,18,,,Sarah Silverman,2010,"The Bedwetter: Stories of Courage, Redemption and Pee","The Bedwetter: Stories of Courage, Redemption, and Pee",eng,https://images.gr-assets.com/books/1269295414m/7897478.jpg,https://images.gr-assets.com/books/1269295414s/7897478.jpg
3262,2247142,2247142,1817520,139,393332144,9.78039E+12,Patricia Highsmith,1955,The Talented Mr. Ripley,"The Talented Mr. Ripley (Ripley, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3263,8662836,8662836,13534308,28,802720870,9.7808E+12,Simone Elkeles,2011,Chain Reaction,"Chain Reaction (Perfect Chemistry, #3)",eng,https://images.gr-assets.com/books/1327881446m/8662836.jpg,https://images.gr-assets.com/books/1327881446s/8662836.jpg
3264,390711,390711,1486259,53,440164842,9.78044E+12,James Clavell,1981,Noble House,"Noble House (Asian Saga, #5)",en-US,https://images.gr-assets.com/books/1365185986m/390711.jpg,https://images.gr-assets.com/books/1365185986s/390711.jpg
3265,28866,28866,2609827,42,843955287,9.78084E+12,Christine Feehan,1999,Dark Prince,"Dark Prince (Dark, #1)",eng,https://images.gr-assets.com/books/1405352801m/28866.jpg,https://images.gr-assets.com/books/1405352801s/28866.jpg
3267,16131077,16131077,21956898,62,316216852,9.78032E+12,Lauren Beukes,2013,The Shining Girls,The Shining Girls,eng,https://images.gr-assets.com/books/1352227705m/16131077.jpg,https://images.gr-assets.com/books/1352227705s/16131077.jpg
3268,1128178,32722510,2915978,52,393061728,9.78039E+12,Diane Ackerman,2007,The Zookeeper's Wife: A War Story,The Zookeeper's Wife,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3269,24499258,24499258,44094715,37,812998685,9.78081E+12,David Mitchell,2015,Slade House,Slade House,eng,https://images.gr-assets.com/books/1446777435m/24499258.jpg,https://images.gr-assets.com/books/1446777435s/24499258.jpg
3270,18170143,18170143,25488999,49,316253014,9.78032E+12,Chris Hadfield,2013,An AstronautÃ¢ÂÂs Guide to Life on Earth,An Astronaut's Guide to Life on Earth,eng,https://images.gr-assets.com/books/1380495144m/18170143.jpg,https://images.gr-assets.com/books/1380495144s/18170143.jpg
3271,2321296,2321296,2327820,46,006121468X,9.78006E+12,Melissa Marr,2008,"Ink Exchange (Wicked Lovely, #2)","Ink Exchange (Wicked Lovely, #2)",eng,https://images.gr-assets.com/books/1275693727m/2321296.jpg,https://images.gr-assets.com/books/1275693727s/2321296.jpg
3272,6621287,6621287,6815455,9,,9.78995E+12,"ÃÂ£ÃÂ­ÃÂÃÂ§ÃÂ ÃÂÃÂ³ÃÂªÃÂºÃÂ§ÃÂÃÂÃÂ, Ahlam Mosteghanemi",2009,ÃÂÃÂ³ÃÂÃÂ§ÃÂ ÃÂÃÂÃÂ,com ÃÂÃÂ³ÃÂÃÂ§ÃÂ,ara,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3273,5347,5347,6365798,66,99468190,9.7801E+12,John Grisham,2003,Bleachers,Bleachers,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3274,206962,206962,894153,32,7158491,9.78001E+12,Dr. Seuss,1963,Hop on Pop,Hop On Pop,eng,https://images.gr-assets.com/books/1327947739m/206962.jpg,https://images.gr-assets.com/books/1327947739s/206962.jpg
3275,8,8,21457576,11,439682584,9.78044E+12,"J.K. Rowling, Mary GrandPrÃÂ©",2003,,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3276,103983,103983,1443938,66,142406147,9.78014E+12,Anthony Horowitz,2002,Skeleton Key,"Skeleton Key (Alex Rider, #3)",en-US,https://images.gr-assets.com/books/1306076661m/103983.jpg,https://images.gr-assets.com/books/1306076661s/103983.jpg
3277,43930,43930,14596509,83,440236738,9.78044E+12,Harlan Coben,2002,Gone for Good,Gone for Good,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3278,45101,45101,2571145,53,6498868,9.78001E+12,Robin Hobb,1999,The Mad Ship,"The Mad Ship (Liveship Traders, #2)",en-GB,https://images.gr-assets.com/books/1328628210m/45101.jpg,https://images.gr-assets.com/books/1328628210s/45101.jpg
3279,722864,722864,709098,21,590414275,9.78059E+12,"Joanna Cole, Bruce Degen",1989,Inside the Human Body,"Inside the Human Body (The Magic School Bus, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3280,126507,126507,1805500,92,446611638,9.78045E+12,Michael Connelly,2003,Lost Light,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3281,20578940,20578940,19205879,69,545522250,9.78055E+12,"Holly Black, Cassandra Clare",2014,The Iron Trial,"The Iron Trial (Magisterium, #1)",eng,https://images.gr-assets.com/books/1396560808m/20578940.jpg,https://images.gr-assets.com/books/1396560808s/20578940.jpg
3282,12962439,12962439,18120108,25,044042321X,9.78044E+12,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011,A Game of Thrones - The Graphic Novel Volume 1,"A Game of Thrones: The Graphic Novel, Vol. 1",eng,https://images.gr-assets.com/books/1369052110m/12962439.jpg,https://images.gr-assets.com/books/1369052110s/12962439.jpg
3283,7091370,7091370,7347624,68,61728918,9.78006E+12,Candace Bushnell,2010,The Carrie Diaries,"The Carrie Diaries (The Carrie Diaries, #1)",en-US,https://images.gr-assets.com/books/1366214548m/7091370.jpg,https://images.gr-assets.com/books/1366214548s/7091370.jpg
3284,5181,5181,2471173,23,671042572,9.78067E+12,Bret Lott,1991,Jewel (Oprah's Book Club) ,Jewel,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3285,17860199,17860199,25003593,3,62300806,9.78006E+12,Veronica Roth,2013,,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",eng,https://images.gr-assets.com/books/1376880754m/17860199.jpg,https://images.gr-assets.com/books/1376880754s/17860199.jpg
3286,228258,228258,709793,41,842329218,9.78084E+12,"Tim LaHaye, Jerry B. Jenkins",1996,Tribulation Force: The Continuing Drama of Those Left Behind,"Tribulation Force (Left Behind, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3287,7015635,7015635,7261546,48,014311638X,9.78014E+12,Michael Pollan,2008,Food Rules,Food Rules: An Eater's Manual,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3289,263147,263147,255085,26,60093366,9.78006E+12,Ellen Schreiber,2003,Vampire Kisses,"Vampire Kisses (Vampire Kisses, #1)",en-US,https://images.gr-assets.com/books/1345950574m/263147.jpg,https://images.gr-assets.com/books/1345950574s/263147.jpg
3290,16044981,16044981,21823194,32,312577214,9.78031E+12,Kristin Hannah,2013,Fly Away,"Fly Away (Firefly Lane, #2)",eng,https://images.gr-assets.com/books/1355338978m/16044981.jpg,https://images.gr-assets.com/books/1355338978s/16044981.jpg
3291,28689,28689,1000406,49,756402972,9.78076E+12,Tad Williams,1990,Stone of Farewell,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3292,76104,76104,73626,17,517203383,9.78052E+12,"Adrian Conan Doyle, John Dickson Carr",1954,The Exploits of Sherlock Holmes,The Exploits of Sherlock Holmes,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3293,176839,176839,1445239,37,812976185,9.78081E+12,Anna Quindlen,1994,One True Thing,One True Thing,,https://images.gr-assets.com/books/1320401814m/176839.jpg,https://images.gr-assets.com/books/1320401814s/176839.jpg
3294,23156040,23156040,26579483,56,1609452232,9.78161E+12,"Elena Ferrante, Ann Goldstein",2013,Storia di chi fugge e di chi resta,Those Who Leave and Those Who Stay (The Neapolitan Novels #3),eng,https://images.gr-assets.com/books/1411338052m/23156040.jpg,https://images.gr-assets.com/books/1411338052s/23156040.jpg
3295,28250,28250,1293084,69,1841493147,9.78184E+12,Trudi Canavan,2002,The Novice,"The Novice (Black Magician Trilogy, #2)",eng,https://images.gr-assets.com/books/1327357280m/28250.jpg,https://images.gr-assets.com/books/1327357280s/28250.jpg
3296,97782,97782,2926759,57,316016381,9.78032E+12,Joshua Ferris,2007,Then We Came to the End,Then We Came to the End,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3298,45102,45102,2501194,53,553575651,9.78055E+12,Robin Hobb,2000,Ship of Destiny,"Ship of Destiny (Liveship Traders, #3)",en-US,https://images.gr-assets.com/books/1403180325m/45102.jpg,https://images.gr-assets.com/books/1403180325s/45102.jpg
3299,15990489,15990489,21746515,45,140911399X,9.78141E+12,Maeve Binchy,2012,A Week in Winter,A Week in Winter,en-GB,https://images.gr-assets.com/books/1346827587m/15990489.jpg,https://images.gr-assets.com/books/1346827587s/15990489.jpg
3300,13154952,13154952,18245549,44,385536073,9.78039E+12,John Grisham,2012,Calico Joe,Calico Joe,,https://images.gr-assets.com/books/1329430545m/13154952.jpg,https://images.gr-assets.com/books/1329430545s/13154952.jpg
3301,282356,282356,273909,10,1591163293,9.78159E+12,"Hisaya Nakajo, David Ury",1997,Ã¨ÂÂ±Ã£ÂÂÃ£ÂÂÃ£ÂÂÃ£ÂÂ®Ã¥ÂÂÃ£ÂÂÃ£ÂÂ¡Ã£ÂÂ¸ 1,"Hana-Kimi, Vol. 1 (Hana-Kimi, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3302,13928,13928,1897725,49,765343436,9.78077E+12,Juliet Marillier,1999,Daughter of the Forest,"Daughter of the Forest  (Sevenwaters, #1)",eng,https://images.gr-assets.com/books/1343589988m/13928.jpg,https://images.gr-assets.com/books/1343589988s/13928.jpg
3303,556511,556511,997631,34,399229191,9.7804E+12,Eric Carle,1984,The Very Busy Spider ,The Very Busy Spider,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3304,37738,37738,244031,36,9991373764,9.78999E+12,Judy Blume,1978,Freckle Juice,Freckle Juice,eng,https://images.gr-assets.com/books/1295888341m/37738.jpg,https://images.gr-assets.com/books/1295888341s/37738.jpg
3305,7155145,7155145,7421862,35,1591843162,9.78159E+12,Seth Godin,2010,Linchpin: Are You Indispensable?,Linchpin: Are You Indispensable?,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3306,34053,34053,2475078,598,517266555,9.78052E+12,Rudyard Kipling,1902,Just So Stories for Little Children,Just So Stories,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3307,78508,78508,980007,24,767913736,9.78077E+12,Candice Millard,2005,The River of Doubt: Theodore Roosevelt's Darkest Journey,The River of Doubt: Theodore Roosevelt's Darkest Journey,en-US,https://images.gr-assets.com/books/1430014768m/78508.jpg,https://images.gr-assets.com/books/1430014768s/78508.jpg
3308,4477,4477,2710546,31,312421702,9.78031E+12,"Atul Gawande, Susanne Kuhlmann-Krieg",2002,Complications: A Surgeon's Notes on an Imperfect Science,Complications: A Surgeon's Notes on an Imperfect Science,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3309,7779059,7779059,10351697,17,045146365X,9.78045E+12,Jim Butcher,2010,Side Jobs: Stories From The Dresden Files,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",eng,https://images.gr-assets.com/books/1269115846m/7779059.jpg,https://images.gr-assets.com/books/1269115846s/7779059.jpg
3310,497164,497164,799260,64,374521344,9.78037E+12,"Roland Barthes, Richard Howard",1980,La chambre claire. Note sur la photographie,Camera Lucida: Reflections on Photography,,https://images.gr-assets.com/books/1312018081m/497164.jpg,https://images.gr-assets.com/books/1312018081s/497164.jpg
3311,690866,690866,747996,57,080411109X,9.7808E+12,Amy Tan,1995,The Hundred Secret Senses,The Hundred Secret Senses,en-US,https://images.gr-assets.com/books/1327869967m/690866.jpg,https://images.gr-assets.com/books/1327869967s/690866.jpg
3312,23638955,23638955,43243536,52,778317706,9.78078E+12,Mary Kubica,2015,Pretty Baby,Pretty Baby,eng,https://images.gr-assets.com/books/1438274437m/23638955.jpg,https://images.gr-assets.com/books/1438274437s/23638955.jpg
3313,2595138,2595138,3149511,68,385524943,9.78039E+12,Andrew Davidson,2008,The Gargoyle,The Gargoyle,eng,https://images.gr-assets.com/books/1368598513m/2595138.jpg,https://images.gr-assets.com/books/1368598513s/2595138.jpg
3314,823,823,1610031,36,60593083,9.78006E+12,Neal Stephenson,2003,Quicksilver,"Quicksilver (The Baroque Cycle, #1)",en-US,https://images.gr-assets.com/books/1377095669m/823.jpg,https://images.gr-assets.com/books/1377095669s/823.jpg
3315,17287028,17287028,24036009,2,1250040159,9.78125E+12,"Elizabeth  Smart, Chris Stewart",2013,,My Story,eng,https://images.gr-assets.com/books/1367749530m/17287028.jpg,https://images.gr-assets.com/books/1367749530s/17287028.jpg
3316,176327,176327,1142385,36,810959259,9.78081E+12,"Michael Buckley, Peter Ferguson",2005,The Fairy-Tale Detectives,"The Fairy-Tale Detectives (The Sisters Grimm, #1)",en-US,https://images.gr-assets.com/books/1349272153m/176327.jpg,https://images.gr-assets.com/books/1349272153s/176327.jpg
3317,149847,149847,9789407,6,552144290,9.78055E+12,"Terry Pratchett, Stephen Briggs",1996,Mort - playtext,Mort: The Play,eng,https://images.gr-assets.com/books/1353573597m/149847.jpg,https://images.gr-assets.com/books/1353573597s/149847.jpg
3318,6909544,6909544,7134814,27,1596435690,9.7816E+12,Caragh M. O'Brien,2010,Birthmarked,"Birthmarked (Birthmarked, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3319,284440,284440,909082,77,61231150,9.78006E+12,"Derek Landy, Tom Percival",2007,Skulduggery Pleasant,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",eng,https://images.gr-assets.com/books/1334279051m/284440.jpg,https://images.gr-assets.com/books/1334279051s/284440.jpg
3320,31818,31818,1283844,41,156717204,9.78016E+12,Andy Warhol,1975,The Philosophy of Andy Warhol (From A to B and Back Again),The Philosophy of Andy Warhol (From A to B and Back Again),,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3321,7805,7805,1222661,94,141185260,9.78014E+12,Vladimir Nabokov,1962,Pale Fire,Pale Fire,eng,https://images.gr-assets.com/books/1388155863m/7805.jpg,https://images.gr-assets.com/books/1388155863s/7805.jpg
3322,89788,89788,851956,79,452285453,9.78045E+12,Tracy Chevalier,2003,The Lady and the Unicorn,The Lady and the Unicorn,eng,https://images.gr-assets.com/books/1311281285m/89788.jpg,https://images.gr-assets.com/books/1311281285s/89788.jpg
3323,5338,5338,17348487,132,140439056,9.78014E+12,"Charles Dickens, Michael Slater",1843,A Christmas Carol and Other Christmas Writings,A Christmas Carol and Other Christmas Writings,eng,https://images.gr-assets.com/books/1388952779m/5338.jpg,https://images.gr-assets.com/books/1388952779s/5338.jpg
